0.000000 10.0000 10.4453 10.4620
0.100000 9.4408 10.3197 10.3527
0.200000 8.8946 10.1959 10.2446
0.300000 8.3611 10.0737 10.1376
0.400000 7.8399 9.9532 10.0319
0.500000 7.3306 9.8342 9.9272
0.600000 6.8330 9.7169 9.8238
0.700000 6.3468 9.6011 9.7214
0.800000 5.8715 9.4868 9.6202
0.900000 5.4071 9.3741 9.5200
1.000000 4.9531 9.2628 9.4209
1.100000 4.5093 9.1530 9.3230
1.200000 4.0755 9.0446 9.2260
1.300000 3.6513 8.9376 9.1302
1.400000 3.2365 8.8320 9.0353
1.500000 2.8310 8.7278 8.9415
1.600000 2.4344 8.6249 8.8487
1.700000 2.0465 8.5233 8.7569
1.800000 1.6671 8.4230 8.6661
1.900000 1.2960 8.3240 8.5763
2.000000 0.9331 8.2262 8.4874
2.100000 0.5779 8.1297 8.3995
2.200000 0.2305 8.0344 8.3126
2.300000 0.1094 7.9402 8.2265
2.400000 0.4420 7.8473 8.1414
2.500000 0.7675 7.7555 8.0572
2.600000 1.0860 7.6649 7.9739
2.700000 1.3977 7.5753 7.8916
2.800000 1.7028 7.4869 7.8100
2.900000 2.0014 7.3996 7.7294
3.000000 2.2938 7.3133 7.6496
3.100000 2.5799 7.2281 7.5707
3.200000 2.8601 7.1440 7.4926
3.300000 3.1343 7.0609 7.4153
3.400000 3.4028 6.9787 7.3389
3.500000 3.6658 6.8976 7.2633
3.600000 3.9232 6.8174 7.1885
3.700000 4.1754 6.7382 7.1145
3.800000 4.4223 6.6600 7.0412
3.900000 4.6641 6.5827 6.9688
4.000000 4.9009 6.5063 6.8971
4.100000 5.1329 6.4309 6.8262
4.200000 5.3601 6.3563 6.7560
4.300000 5.5827 6.2826 6.6866
4.400000 5.8007 6.2098 6.6179
4.500000 6.0144 6.1378 6.5499
4.600000 6.2236 6.0667 6.4827
4.700000 6.4287 5.9964 6.4162
4.800000 6.6296 5.9270 6.3503
4.900000 6.8264 5.8583 6.2852
5.000000 7.0194 5.7905 6.2208
5.100000 7.2084 5.7234 6.1570
5.200000 7.3936 5.6572 6.0939
5.300000 7.5752 5.5917 6.0315
5.400000 7.7531 5.5269 5.9697
5.500000 7.9275 5.4629 5.9086
5.600000 8.0985 5.3996 5.8481
5.700000 8.2661 5.3371 5.7883
5.800000 8.4303 5.2753 5.7290
5.900000 8.5913 5.2141 5.6704
6.000000 8.7492 5.1537 5.6125
6.100000 8.9039 5.0940 5.5551
6.200000 9.0557 5.0349 5.4983
6.300000 9.2044 4.9765 5.4422
6.400000 9.3503 4.9188 5.3866
6.500000 9.4933 4.8617 5.3316
6.600000 9.6335 4.8053 5.2771
6.700000 9.7710 4.7495 5.2233
6.800000 9.9059 4.6944 5.1700
6.900000 10.0381 4.6398 5.1172
7.000000 10.1678 4.5859 5.0651
7.100000 10.2950 4.5325 5.0134
7.200000 10.4198 4.4798 4.9623
7.300000 10.5422 4.4276 4.9117
7.400000 10.6622 4.3761 4.8617
7.500000 10.7799 4.3251 4.8122
7.600000 10.8954 4.2746 4.7632
7.700000 11.0087 4.2248 4.7147
7.800000 11.1198 4.1754 4.6667
7.900000 11.2289 4.1267 4.6192
8.000000 11.3358 4.0784 4.5722
8.100000 11.4408 4.0307 4.5257
8.200000 11.5437 3.9835 4.4797
8.300000 11.6447 3.9369 4.4341
8.400000 11.7439 3.8907 4.3890
8.500000 11.8411 3.8451 4.3444
8.600000 11.9366 3.7999 4.3003
8.700000 12.0302 3.7553 4.2566
8.800000 12.1221 3.7111 4.2134
8.900000 12.2123 3.6674 4.1706
9.000000 12.3008 3.6242 4.1282
9.100000 12.3877 3.5814 4.0863
9.200000 12.4729 3.5391 4.0448
9.300000 12.5566 3.4973 4.0038
9.400000 12.6387 3.4559 3.9632
9.500000 12.7193 3.4150 3.9230
9.600000 12.7984 3.3745 3.8832
9.700000 12.8761 3.3345 3.8438
9.800000 12.9523 3.2949 3.8049
9.900000 13.0272 3.2557 3.7663
10.000000 13.1007 3.2169 3.7281
10.100000 13.1728 3.1786 3.6904
10.200000 13.2436 3.1406 3.6530
10.300000 13.3131 3.1031 3.6160
10.400000 13.3814 3.0659 3.5794
10.500000 13.4484 3.0292 3.5431
10.600000 13.5142 2.9929 3.5072
10.700000 13.5788 2.9569 3.4717
10.800000 13.6422 2.9213 3.4366
10.900000 13.7045 2.8861 3.4018
11.000000 13.7656 2.8513 3.3674
11.100000 13.8257 2.8168 3.3334
11.200000 13.8847 2.7828 3.2997
11.300000 13.9426 2.7490 3.2663
11.400000 13.9995 2.7157 3.2333
11.500000 14.0554 2.6826 3.2006
11.600000 14.1102 2.6500 3.1682
11.700000 14.1641 2.6177 3.1362
11.800000 14.2170 2.5857 3.1045
11.900000 14.2690 2.5540 3.0732
12.000000 14.3201 2.5227 3.0421
12.100000 14.3702 2.4917 3.0114
12.200000 14.4195 2.4611 2.9810
12.300000 14.4679 2.4308 2.9509
12.400000 14.5154 2.4008 2.9211
12.500000 14.5621 2.3711 2.8916
12.600000 14.6080 2.3417 2.8625
12.700000 14.6531 2.3126 2.8336
12.800000 14.6974 2.2838 2.8050
12.900000 14.7409 2.2553 2.7767
13.000000 14.7836 2.2272 2.7487
13.100000 14.8256 2.1993 2.7210
13.200000 14.8669 2.1717 2.6935
13.300000 14.9074 2.1444 2.6664
13.400000 14.9473 2.1174 2.6395
13.500000 14.9864 2.0906 2.6129
13.600000 15.0249 2.0642 2.5866
13.700000 15.0627 2.0380 2.5605
13.800000 15.0998 2.0121 2.5347
13.900000 15.1364 1.9865 2.5092
14.000000 15.1722 1.9611 2.4839
14.100000 15.2075 1.9360 2.4589
14.200000 15.2421 1.9111 2.4341
14.300000 15.2762 1.8865 2.4096
14.400000 15.3097 1.8622 2.3853
14.500000 15.3426 1.8381 2.3613
14.600000 15.3749 1.8143 2.3375
14.700000 15.4067 1.7907 2.3140
14.800000 15.4379 1.7673 2.2907
14.900000 15.4687 1.7442 2.2677
15.000000 15.4989 1.7214 2.2449
15.100000 15.5285 1.6988 2.2223
15.200000 15.5577 1.6764 2.1999
15.300000 15.5864 1.6542 2.1778
15.400000 15.6146 1.6323 2.1559
15.500000 15.6423 1.6105 2.1342
15.600000 15.6696 1.5891 2.1127
15.700000 15.6964 1.5678 2.0915
15.800000 15.7227 1.5468 2.0705
15.900000 15.7486 1.5259 2.0497
16.000000 15.7741 1.5053 2.0291
16.100000 15.7991 1.4849 2.0087
16.200000 15.8238 1.4647 1.9885
16.300000 15.8480 1.4447 1.9685
16.400000 15.8718 1.4250 1.9487
16.500000 15.8952 1.4054 1.9291
16.600000 15.9183 1.3860 1.9098
16.700000 15.9409 1.3668 1.8906
16.800000 15.9632 1.3478 1.8716
16.900000 15.9851 1.3290 1.8528
17.000000 16.0067 1.3105 1.8342
17.100000 16.0278 1.2921 1.8158
17.200000 16.0487 1.2738 1.7976
17.300000 16.0692 1.2558 1.7795
17.400000 16.0894 1.2380 1.7616
17.500000 16.1092 1.2203 1.7440
17.600000 16.1287 1.2028 1.7265
17.700000 16.1479 1.1855 1.7091
17.800000 16.1668 1.1684 1.6920
17.900000 16.1854 1.1514 1.6750
18.000000 16.2036 1.1347 1.6582
18.100000 16.2216 1.1180 1.6416
18.200000 16.2393 1.1016 1.6251
18.300000 16.2567 1.0853 1.6088
18.400000 16.2738 1.0692 1.5927
18.500000 16.2907 1.0533 1.5767
18.600000 16.3072 1.0375 1.5609
18.700000 16.3236 1.0219 1.5452
18.800000 16.3396 1.0064 1.5297
18.900000 16.3554 0.9911 1.5144
19.000000 16.3709 0.9760 1.4992
19.100000 16.3862 0.9610 1.4842
19.200000 16.4013 0.9461 1.4693
19.300000 16.4161 0.9315 1.4546
19.400000 16.4307 0.9169 1.4400
19.500000 16.4450 0.9025 1.4256
19.600000 16.4591 0.8883 1.4113
19.700000 16.4730 0.8742 1.3971
19.800000 16.4867 0.8602 1.3831
19.900000 16.5001 0.8464 1.3693
20.000000 16.5134 0.8327 1.3556
20.100000 16.5264 0.8192 1.3420
20.200000 16.5393 0.8058 1.3285
20.300000 16.5519 0.7925 1.3152
20.400000 16.5643 0.7794 1.3021
20.500000 16.5766 0.7664 1.2890
20.600000 16.5886 0.7535 1.2761
20.700000 16.6005 0.7408 1.2633
20.800000 16.6122 0.7282 1.2507
20.900000 16.6237 0.7157 1.2382
21.000000 16.6350 0.7034 1.2258
21.100000 16.6461 0.6911 1.2135
21.200000 16.6571 0.6790 1.2013
21.300000 16.6679 0.6670 1.1893
21.400000 16.6786 0.6552 1.1774
21.500000 16.6890 0.6434 1.1656
21.600000 16.6993 0.6318 1.1540
21.700000 16.7095 0.6203 1.1424
21.800000 16.7195 0.6089 1.1310
21.900000 16.7294 0.5976 1.1197
22.000000 16.7391 0.5865 1.1085
22.100000 16.7486 0.5754 1.0974
22.200000 16.7580 0.5645 1.0864
22.300000 16.7673 0.5537 1.0755
22.400000 16.7764 0.5430 1.0648
22.500000 16.7854 0.5324 1.0541
22.600000 16.7943 0.5219 1.0436
22.700000 16.8030 0.5115 1.0331
22.800000 16.8116 0.5012 1.0228
22.900000 16.8201 0.4910 1.0126
23.000000 16.8284 0.4809 1.0024
23.100000 16.8366 0.4709 0.9924
23.200000 16.8447 0.4610 0.9825
23.300000 16.8527 0.4513 0.9727
23.400000 16.8605 0.4416 0.9629
23.500000 16.8682 0.4320 0.9533
23.600000 16.8759 0.4225 0.9438
23.700000 16.8834 0.4131 0.9343
23.800000 16.8908 0.4038 0.9250
23.900000 16.8981 0.3946 0.9157
24.000000 16.9052 0.3855 0.9066
